[1] = {502, 6, 315.85800170898, -1769.4300537109, 4.6223998069763, 'Beach Avenue', 1000000},
[1931] = {2495, 24, 1746.0300292969, 2767.2099609375, 14.273500442505, 'Guantanamo Apartments', 25000},
[1932] = {2496, 24, 1783.75, 2868.75, 11.335900306702, 'Guantanamo Apartments', 25000},
[1933] = {2497, 24, 1749.1800537109, 2755.8999023438, 14.273500442505, 'Guantanamo Apartments', 25000},
[1934] = {2498, 24, 1748.4499511719, 2758.6999511719, 14.273500442505, 'Guantanamo Apartments', 25000},
[1935] = {2499, 24, 1752.1899414063, 2744.5500488281, 14.273500442505, 'Guantanamo Apartments', 25000},
[1936] = {2500, 24, 1775.0200195313, 2870.8999023438, 11.335900306702, 'Guantanamo Apartments', 25000},
[1937] = {2501, 24, 1751.4300537109, 2747.3400878906, 14.273500442505, 'Guantanamo Apartments', 25000},
[1938] = {2502, 24, 1772.0899658203, 2871.3601074219, 11.335900306702, 'Guantanamo Apartments', 25000},
[1939] = {2503, 24, 1754.4699707031, 2736, 14.273500442505, 'Guantanamo Apartments', 25000},
[1940] = {2504, 24, 1763.1099853516, 2871.3000488281, 11.335900306702, 'Guantanamo Apartments', 25000},
[1941] = {2505, 24, 1760.1500244141, 2871.0100097656, 11.335900306702, 'Guantanamo Apartments', 25000},
[1942] = {2506, 24, 1737.0799560547, 2800.7900390625, 11.343799591064, 'Guantanamo Apartments', 25000},
[1943] = {2507, 24, 1736.3000488281, 2803.5700683594, 11.343799591064, 'Guantanamo Apartments', 25000},
[1944] = {2508, 24, 1751.4399414063, 2868.7399902344, 11.335900306702, 'Guantanamo Apartments', 25000},
[1945] = {2509, 24, 1733.3299560547, 2814.9299316406, 11.343799591064, 'Guantanamo Apartments', 25000},
[1946] = {2510, 24, 1748.6800537109, 2867.6799316406, 11.335900306702, 'Guantanamo Apartments', 25000},
[1947] = {2511, 24, 1734.0100097656, 2812.1201171875, 11.343799591064, 'Guantanamo Apartments', 25000},
[1948] = {2512, 24, 1730.4000244141, 2826.2900390625, 11.343799591064, 'Guantanamo Apartments', 25000},
[1949] = {2513, 24, 1740.7800292969, 2863.3500976563, 11.335900306702, 'Guantanamo Apartments', 25000},
[1950] = {2514, 24, 1731.0699462891, 2823.4799804688, 11.343799591064, 'Guantanamo Apartments', 25000},
[1951] = {2515, 24, 1738.3399658203, 2861.669921875, 11.335900306702, 'Guantanamo Apartments', 25000},
[1952] = {2516, 24, 1727.9300537109, 2834.8000488281, 14.273500442505, 'Guantanamo Apartments', 25000},
[1953] = {2517, 24, 1730.8900146484, 2823.4299316406, 14.273500442505, 'Guantanamo Apartments', 25000},
[1954] = {2518, 24, 1730.3199462891, 2826.2700195313, 14.273500442505, 'Guantanamo Apartments', 25000},
[1955] = {2519, 24, 1731.7900390625, 2855.5, 11.335900306702, 'Guantanamo Apartments', 25000},
[1956] = {2520, 24, 1733.9599609375, 2812.1101074219, 14.273500442505, 'Guantanamo Apartments', 25000},
[1957] = {2521, 24, 1733.4799804688, 2814.9699707031, 14.273500442505, 'Guantanamo Apartments', 25000},
[1958] = {2522, 24, 1731.7900390625, 2855.5100097656, 14.265600204468, 'Guantanamo Apartments', 25000},
[1959] = {2523, 24, 1736.9699707031, 2800.7600097656, 14.273500442505, 'Guantanamo Apartments', 25000},
[1960] = {2524, 24, 1736.5200195313, 2803.6298828125, 14.273500442505, 'Guantanamo Apartments', 25000},
[1961] = {2525, 24, 1740.8000488281, 2863.330078125, 14.257900238037, 'Guantanamo Apartments', 25000},
[1962] = {2526, 24, 1739.4699707031, 2792.2700195313, 14.273500442505, 'Guantanamo Apartments', 25000},
[1963] = {2527, 24, 1738.3499755859, 2861.6499023438, 14.265600204468, 'Guantanamo Apartments', 25000},
[1964] = {2528, 24, 1739.3800048828, 2792.2399902344, 11.343799591064, 'Guantanamo Apartments', 25000},
[1965] = {2529, 24, 1728.6099853516, 2789.3601074219, 11.35089969635, 'Guantanamo Apartments', 25000},
[1966] = {2530, 24, 1751.4599609375, 2868.6899414063, 14.265600204468, 'Guantanamo Apartments', 25000},
[1967] = {2531, 24, 1725.5999755859, 2800.6999511719, 11.343799591064, 'Guantanamo Apartments', 25000},
[1968] = {2532, 24, 1726.3199462891, 2797.8999023438, 11.343799591064, 'Guantanamo Apartments', 25000},
[1969] = {2533, 24, 1748.6600341797, 2867.7099609375, 14.265600204468, 'Guantanamo Apartments', 25000},
[1970] = {2534, 24, 1722.4799804688, 2812.0200195313, 11.343799591064, 'Guantanamo Apartments', 25000},
[1971] = {2535, 24, 1723.2299804688, 2809.2299804688, 11.343799591064, 'Guantanamo Apartments', 25000},
[1972] = {2536, 24, 1763.1099853516, 2871.2600097656, 14.265600204468, 'Guantanamo Apartments', 25000},
[1973] = {2537, 24, 1719.5300292969, 2823.3798828125, 11.343799591064, 'Guantanamo Apartments', 25000},
[1974] = {2538, 24, 1760.1600341797, 2870.9599609375, 14.265600204468, 'Guantanamo Apartments', 25000},
[1975] = {2539, 24, 1720.25, 2820.580078125, 11.343799591064, 'Guantanamo Apartments', 25000},
[1976] = {2540, 24, 1717.1600341797, 2831.9099121094, 11.35089969635, 'Guantanamo Apartments', 25000},
[1977] = {2541, 24, 1775.0200195313, 2870.8798828125, 14.265600204468, 'Guantanamo Apartments', 25000},
[1978] = {2542, 24, 1772.0999755859, 2871.3701171875, 14.265600204468, 'Guantanamo Apartments', 25000},
[1979] = {2543, 24, 1727.9399414063, 2834.8000488281, 11.343799591064, 'Guantanamo Apartments', 25000},
[1980] = {2544, 24, 1786.4799804688, 2867.6000976563, 14.265600204468, 'Guantanamo Apartments', 25000},
[1981] = {2545, 24, 1717.0500488281, 2831.8798828125, 14.273500442505, 'Guantanamo Apartments', 25000},
[1982] = {2546, 24, 1783.7700195313, 2868.7900390625, 14.265600204468, 'Guantanamo Apartments', 25000},
[1983] = {2547, 24, 1719.4000244141, 2823.3500976563, 14.273500442505, 'Guantanamo Apartments', 25000},
[1984] = {2548, 24, 1720.2600097656, 2820.580078125, 14.273500442505, 'Guantanamo Apartments', 25000},
[1985] = {2549, 24, 1796.8000488281, 2861.6101074219, 14.265600204468, 'Guantanamo Apartments', 25000},
[1986] = {2550, 24, 1794.4399414063, 2863.4099121094, 14.265600204468, 'Guantanamo Apartments', 25000},
[1987] = {2551, 24, 1723.0699462891, 2809.1799316406, 14.273500442505, 'Guantanamo Apartments', 25000},
[1988] = {2552, 24, 1722.3900146484, 2812, 14.273500442505, 'Guantanamo Apartments', 25000},
[1989] = {2553, 24, 1803.4200439453, 2855.5300292969, 14.265600204468, 'Guantanamo Apartments', 25000},
[1990] = {2554, 24, 1726.1700439453, 2797.8701171875, 14.273500442505, 'Guantanamo Apartments', 25000},
[1991] = {2555, 24, 1725.5200195313, 2800.6799316406, 14.273500442505, 'Guantanamo Apartments', 25000},
[1992] = {2556, 24, 1728.5400390625, 2789.3400878906, 14.273500442505, 'Guantanamo Apartments', 25000},
[1993] = {2557, 24, 1803.4300537109, 2855.5300292969, 11.335900306702, 'Guantanamo Apartments', 25000},
[1994] = {2558, 24, 1743.0600585938, 2778.5700683594, 11.343799591064, 'Guantanamo Apartments', 25000},
[1995] = {2559, 24, 1732.1700439453, 2775.6499023438, 11.35089969635, 'Guantanamo Apartments', 25000},
[1996] = {2560, 24, 1778.4699707031, 2736.0400390625, 11.35089969635, 'Guantanamo Apartments', 25000},
[1997] = {2561, 24, 1824.1700439453, 2734.6499023438, 11.343799591064, 'Guantanamo Apartments', 25000},
[1998] = {2562, 24, 1896.5300292969, 2806.9299316406, 11.35089969635, 'Guantanamo Apartments', 25000},
[1999] = {2563, 24, 1896.5500488281, 2806.9099121094, 14.265700340271, 'Guantanamo Apartments', 25000},
[2000] = {2564, 6, -2737.5500488281, 866.32702636719, 64.632797241211, 'Republican Ave', 260000},
[2001] = {2565, 6, -2736.8701171875, 846.62902832031, 59.272800445557, 'Republican Ave', 260000},
[2002] = {2566, 6, -2737.8400878906, 836.79998779297, 56.252998352051, 'Republican Ave', 260000},
[2003] = {2567, 6, -2738.3200683594, 801.57800292969, 53.0625, 'Republican Ave', 260000},
[2004] = {2568, 6, -2738.3100585938, 797.66101074219, 53.267601013184, 'Republican Ave', 260000},
[2005] = {2569, 6, -2738.3200683594, 789.15399169922, 54.382801055908, 'Republican Ave', 260000},
[2006] = {2570, 6, -2738.3100585938, 771.58697509766, 54.382801055908, 'Republican Ave', 260000},
[2007] = {2571, 6, -2738.3200683594, 758.77899169922, 54.382801055908, 'Republican Ave', 260000},
[2008] = {2572, 6, -2738.3100585938, 755.10400390625, 52.772300720215, 'Republican Ave', 260000},
[2009] = {2573, 6, -2738.3200683594, 746.67901611328, 49.187301635742, 'Republican Ave', 260000},
[2010] = {2574, 31, -2731.5300292969, 723.69799804688, 41.273399353027, 'Glendale St   ', 400000},
[2011] = {2575, 31, -2723.4599609375, 722.85900878906, 41.265998840332, 'Glendale St   ', 400000},
[2012] = {2576, 31, -2710.8200683594, 722.85998535156, 39.718799591064, 'Glendale St   ', 400000},
[2013] = {2577, 31, -2706.9899902344, 722.85797119141, 37.539100646973, 'Glendale St   ', 400000},
[2014] = {2578, 31, -2686.169921875, 722.85900878906, 32.225700378418, 'Glendale St   ', 400000},
[2015] = {2579, 31, -2678.1899414063, 722.25201416016, 28.596200942993, 'Glendale St   ', 400000},
[2016] = {2580, 31, -2665.4299316406, 722.25201416016, 27.962400436401, 'Glendale St   ', 400000},
[2017] = {2581, 31, -2661.6499023438, 722.25402832031, 27.962400436401, 'Glendale St   ', 400000},
[2018] = {2582, 31, -2642.1398925781, 728.03302001953, 27.960899353027, 'Glendale St   ', 400000},
[2019] = {2583, 19, -2581.419921875, 719.03002929688, 27.94529914856, 'Glendale St   ', 560000},
[2020] = {2584, 19, -2553.9599609375, 719.02899169922, 27.94529914856, 'Glendale St   ', 560000},
[2021] = {2585, 19, -2594.1899414063, 733.08898925781, 28.137500762939, 'Aces St    ', 310000},
[2022] = {2586, 19, -2594.1899414063, 750.90002441406, 33.704700469971, 'Aces St    ', 310000},
[2023] = {2587, 19, -2594.1899414063, 768.03399658203, 40.017398834229, 'Aces St    ', 310000},
[2024] = {2588, 19, -2594.1899414063, 785.20300292969, 46.231899261475, 'Aces St    ', 310000},
[2025] = {2589, 6, -2625.4799804688, 733.16497802734, 28.010599136353, 'Aces St    ', 310000},
[2026] = {2590, 6, -2622.5200195313, 749.78698730469, 31.421899795532, 'Aces St    ', 310000},
[2027] = {2591, 6, -2622.5200195313, 757.81896972656, 35.328098297119, 'Aces St    ', 310000},
[2028] = {2592, 6, -2622.5200195313, 766.25799560547, 36.835899353027, 'Aces St    ', 310000},
[2029] = {2593, 6, -2622.2900390625, 772.34600830078, 41.342700958252, 'Aces St    ', 310000},
[2030] = {2594, 6, -2622.5200195313, 782.63702392578, 44.859401702881, 'Aces St    ', 310000},
[2031] = {2595, 1, -2621.6799316406, 790.73101806641, 48.583400726318, 'Aces St    ', 700000},
[2032] = {2596, 31, -2621.669921875, 802.86499023438, 49.984401702881, 'Aces St    ', 560000},
[2033] = {2597, 24, -789.70300292969, 2747.75, 45.854598999023, 'Red Motel', 50000},
[2034] = {2598, 24, -789.70300292969, 2749.3100585938, 45.854598999023, 'Red Motel', 50000},
[2035] = {2599, 24, -789.70300292969, 2755.8200683594, 45.854598999023, 'Red Motel', 50000},
[2036] = {2600, 24, -789.70300292969, 2757.2800292969, 45.854598999023, 'Red Motel', 50000},
[2037] = {2601, 24, -789.70300292969, 2763.7900390625, 45.854598999023, 'Red Motel', 50000},
[2038] = {2602, 24, -789.70300292969, 2765.2199707031, 45.854598999023, 'Red Motel', 50000},
[2039] = {2603, 24, -789.70202636719, 2765.2800292969, 48.255599975586, 'Red Motel', 50000},
[2040] = {2604, 24, -789.70300292969, 2763.6999511719, 48.255599975586, 'Red Motel', 50000},
[2041] = {2605, 24, -789.70300292969, 2757.2800292969, 48.255599975586, 'Red Motel', 50000},
[2042] = {2606, 24, -789.70300292969, 2755.7800292969, 48.255599975586, 'Red Motel', 50000},
[2043] = {2607, 24, -789.70300292969, 2749.2099609375, 48.255599975586, 'Red Motel', 50000},
[2044] = {2608, 24, -789.70300292969, 2747.8200683594, 48.255599975586, 'Red Motel', 50000},
[2045] = {2609, 24, -776.60198974609, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2046] = {2610, 24, -775.05798339844, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2047] = {2611, 24, -768.67602539063, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2048] = {2612, 24, -767.13500976563, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2049] = {2613, 24, -760.54797363281, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2050] = {2614, 24, -759.15997314453, 2765.3999023438, 45.855598449707, 'Red Motel', 50000},
[2051] = {2615, 24, -759.10400390625, 2765.3999023438, 48.255599975586, 'Red Motel', 50000},
[2052] = {2616, 24, -760.56799316406, 2765.3999023438, 48.255599975586, 'Red Motel', 50000},
[2053] = {2617, 24, -767.10302734375, 2765.3999023438, 48.255599975586, 'Red Motel', 50000},
[2054] = {2619, 24, -775.19000244141, 2765.3999023438, 48.255599975586, 'Red Motel', 50000},
[2055] = {2620, 24, -776.56500244141, 2765.3999023438, 48.255599975586, 'Red Motel', 50000},
[2056] = {2621, 3, 2551.2199707031, 57.166999816895, 27.67560005188, 'Square St.', 140000},
[2057] = {2622, 3, 2551.2199707031, 91.708999633789, 27.67560005188, 'Square St.', 140000},
[2058] = {2623, 3, 2536.2600097656, 128.98699951172, 27.683500289917, 'Square St.', 140000},
[2059] = {2624, 3, 2518.4099121094, 128.98699951172, 27.67560005188, 'Square St.', 140000},
[2060] = {2625, 3, 2458.8000488281, 128.98500061035, 27.67560005188, 'Square St.', 140000},
[2061] = {2626, 3, 2479.4699707031, 94.395500183105, 27.683500289917, 'Square St.', 140000},
[2062] = {2627, 3, 2514.0400390625, 94.394500732422, 27.683500289917, 'Square St.', 140000},
[2063] = {2628, 3, 2518.6201171875, 58.434600830078, 27.683500289917, 'Square St.', 150000},
[2064] = {2629, 3, 2481.2199707031, 64.349601745605, 27.683500289917, 'Square St.', 140000},
[2065] = {2630, 3, 2480.7299804688, 126.9940032959, 27.67560005188, 'Square St.', 150000},
[2066] = {2631, 3, 2443.8500976563, 92.310501098633, 28.441600799561, 'Square St.', 150000},
[2067] = {2632, 3, 2549.2299804688, 25.141599655151, 27.67560005188, 'Cresson Crescent', 150000},
[2068] = {2633, 3, 2551.2199707031, -5.5888700485229, 27.67560005188, 'Cresson Crescent', 140000},
[2069] = {2634, 3, 2513.3100585938, -28.403299331665, 28.441600799561, 'Cresson Crescent', 150000},
[2070] = {2635, 3, 2509.5, 11.761699676514, 28.441600799561, 'Cresson Crescent', 150000},
[2071] = {2636, 3, 2488.4699707031, 11.762700080872, 28.441600799561, 'Cresson Crescent', 150000},
[2072] = {2637, 3, 2484.4399414063, -28.402299880981, 28.441600799561, 'Cresson Crescent', 150000},
[2073] = {2638, 3, 2446.6298828125, 19.050800323486, 27.683500289917, 'Cheesman Ave.', 140000},
[2074] = {2639, 3, 2448.4799804688, -11.019499778748, 27.683500289917, 'Cheesman Ave.', 140000},
[2075] = {2640, 14, 2438.7700195313, -54.963901519775, 28.153499603271, 'Cheesman Ave.', 100000},
[2076] = {2641, 6, -2618.75, 830.90802001953, 49.984401702881, 'Aces St.', 350000},
[2077] = {2642, 6, -2594.6899414063, 830.98199462891, 49.984401702881, 'Aces St.', 350000},
[2078] = {2643, 6, -2619.7399902344, 845.21801757813, 50.596698760986, 'Aces St.', 350000},
[2079] = {2644, 6, -2593.6999511719, 845.28997802734, 50.59289932251, 'Aces St.', 350000},
[2080] = {2645, 6, -2620.7099609375, 855.04400634766, 53.568698883057, 'Aces St.', 350000},
[2081] = {2646, 6, -2592.7299804688, 855.08801269531, 53.59400177002, 'Aces St.', 350000},
[2082] = {2647, 6, -2620.0200195313, 874.86297607422, 58.921901702881, 'Aces St.', 350000},
[2083] = {2648, 6, -2593.419921875, 874.76202392578, 58.921901702881, 'Aces St.', 350000},
[2084] = {2649, 6, -2620.2399902344, 883.16900634766, 63.25, 'Aces St.', 350000},
[2085] = {2650, 6, -2593.2099609375, 883.11297607422, 63.25, 'Aces St.', 350000},
[2086] = {2651, 6, -2591.169921875, 927.93902587891, 65.015602111816, 'Aces St.', 350000},
[2087] = {2652, 6, -2591.169921875, 935.96301269531, 68.929702758789, 'Aces St.', 350000},
[2088] = {2653, 6, -2591.169921875, 944.32202148438, 70.429702758789, 'Aces St.', 350000},
[2089] = {2654, 6, -2591.169921875, 960.75, 78.453102111816, 'Aces St.', 350000},
[2090] = {2655, 6, -2597.330078125, 968.94000244141, 78.284202575684, 'Aces St', 350000},
[2091] = {2656, 31, -2597.3200683594, 979.83599853516, 78.273399353027, 'Aces St', 570000},
[2092] = {2657, 6, -2596.6499023438, 986.33099365234, 78.273399353027, 'Aces St', 360000},
[2093] = {2658, 29, -2655.3999023438, 985.83197021484, 64.991302490234, 'Panopticon Ave', 4200000},
[2094] = {2659, 25, -2710.830078125, 967.46997070313, 54.460899353027, 'Panopticon Ave', 4600000},
[2095] = {2660, 31, -2584.0500488281, 992.25, 78.273399353027, 'Panopticon Ave', 590000},
[2096] = {2661, 6, -2573.6000976563, 992.25201416016, 78.273399353027, 'Panopticon Ave', 380000},
[2097] = {2662, 6, -2564.2099609375, 992.25500488281, 78.273399353027, 'Panopticon Ave', 380000},
[2098] = {2663, 31, -2553.7600097656, 992.25, 78.273399353027, 'Panopticon Ave', 600000},
[2099] = {2664, 6, -2510.919921875, 1053.9300537109, 65.185897827148, 'Sewers Rd   ', 230000},
[2100] = {2665, 6, -2511.7099609375, 1045.4799804688, 65.507797241211, 'Sewers Rd   ', 230000},
[2101] = {2666, 6, -2510.919921875, 1028.9699707031, 73.573303222656, 'Sewers Rd   ', 230000},
[2102] = {2667, 6, -2511.7700195313, 1020.9899902344, 77.21240234375, 'Sewers Rd   ', 230000},
[2103] = {2668, 6, -2511.7700195313, 1008.7600097656, 78.343803405762, 'Sewers Rd   ', 230000},
[2104] = {2669, 6, -2511.7700195313, 1000.5700073242, 78.343803405762, 'Sewers Rd   ', 230000},
[2105] = {2670, 6, -2511.7700195313, 992.40600585938, 78.33570098877, 'Sewers Rd   ', 230000},
[2106] = {2671, 6, -2511.7700195313, 987.90997314453, 78.343803405762, 'Sewers Rd   ', 230000},
[2107] = {2672, 6, -2511.7399902344, 975.73602294922, 77.22380065918, 'Sewers Rd   ', 230000},
[2108] = {2673, 6, -2510.8999023438, 967.68499755859, 73.530799865723, 'Sewers Rd   ', 230000},
[2109] = {2674, 6, -2541.6599121094, 987.96301269531, 78.289100646973, 'Sewers Rd   ', 410000},
[2110] = {2675, 31, -2541.6599121094, 975.71997070313, 77.25170135498, 'Sewers Rd   ', 210000},
[2111] = {2676, 6, -2542.5100097656, 967.64898681641, 73.53630065918, 'Sewers Rd   ', 230000},
[2112] = {2677, 6, -2542.5, 951.20697021484, 65.505302429199, 'Sewers Rd   ', 230000},
[2113] = {2678, 6, -2542.5, 942.69897460938, 64, 'Sewers Rd   ', 230000},
[2114] = {2679, 6, -2510.8999023438, 951.22100830078, 65.609802246094, 'Sewers Rd   ', 230000},
[2115] = {2680, 6, -2510.8898925781, 942.84899902344, 65.289100646973, 'Sewers Rd   ', 230000},
[2116] = {2681, 31, -2537.1398925781, 929.55297851563, 65.013000488281, 'Sewers Rd   ', 230000},
[2117] = {2682, 13, -2513.5, 885.77600097656, 62.778099060059, 'Sewers Rd   ', 210000},
[2118] = {2683, 13, -2513.5, 867.48101806641, 57.742198944092, 'Sewers Rd   ', 210000},
[2119] = {2684, 13, -2513.5100097656, 849.18798828125, 52.695301055908, 'Sewers Rd   ', 210000},
[2120] = {2685, 13, -2513.5, 830.82299804688, 49.99829864502, 'Sewers Rd   ', 210000},
[2121] = {2686, 6, -2540.2099609375, 883.18597412109, 63.25, 'Sewers Rd   ', 230000},
[2122] = {2687, 6, -2540, 874.82800292969, 58.921901702881, 'Sewers Rd   ', 230000},
[2123] = {2688, 6, -2540.6799316406, 855.09899902344, 53.179698944092, 'Sewers Rd   ', 230000},
[2124] = {2689, 6, -2539.7199707031, 845.27301025391, 50.597499847412, 'Sewers Rd   ', 230000},
[2125] = {2690, 6, -2538.7299804688, 830.02001953125, 49.984401702881, 'Sewers Rd   ', 230000},
[2126] = {2691, 13, -2541.25, 785.22998046875, 46.229999542236, 'Sewers Rd   ', 590000},
[2127] = {2692, 19, -2541.25, 768.10400390625, 40.019901275635, 'Sewers Rd   ', 590000},
[2128] = {2693, 19, -2541.2399902344, 750.93798828125, 33.705799102783, 'Sewers Rd   ', 590000},
[2129] = {2694, 19, -2541.2900390625, 733.09698486328, 28.05179977417, 'Sewers Rd   ', 590000},
[2130] = {2695, 6, -2737.3601074219, 822.98999023438, 53.730499267578, 'Carson St.', 590000},
[2131] = {2696, 31, -2726.8400878906, 822.98999023438, 53.730499267578, 'Carson St.', 590000},
[2132] = {2697, 19, -2700.3500976563, 820.86102294922, 49.984401702881, 'Carson St.', 590000},
[2133] = {2698, 6, -2709.7700195313, 803.07897949219, 49.976600646973, 'Carson St.', 590000},
[2134] = {2699, 31, -2698.7299804688, 803.07897949219, 49.97029876709, 'Carson St.', 670000},
[2135] = {2700, 31, -2687.8100585938, 803.08001708984, 49.976600646973, 'Carson St.', 670000},
[2136] = {2701, 13, -2685.0300292969, 820.51800537109, 49.984401702881, 'Carson St.', 590000},
[2137] = {2702, 6, -2677.1899414063, 803.07897949219, 49.976600646973, 'Carson St.', 590000},
[2138] = {2703, 6, -2666.9499511719, 820.30603027344, 49.984401702881, 'Carson St.', 590000},
[2139] = {2704, 6, -2670.5300292969, 803.08697509766, 49.976600646973, 'Carson St.', 590000},
[2140] = {2705, 6, -2660.0200195313, 803.0830078125, 49.976600646973, 'Carson St.', 590000},
[2141] = {2706, 6, -2652.5900878906, 820.31896972656, 49.984401702881, 'Carson St.', 590000},
[2142] = {2707, 6, -2645.6201171875, 803.083984375, 49.976600646973, 'Carson St.', 590000},
[2143] = {2708, 6, -2641.9699707031, 820.31597900391, 49.984401702881, 'Carson St.', 590000},
[2144] = {2709, 6, -2590.9899902344, 819.79498291016, 49.99100112915, 'Carson St.', 590000},
[2145] = {2710, 6, -2576.5600585938, 819.79901123047, 49.984401702881, 'Carson St.', 590000},
[2146] = {2711, 6, -2565.8898925781, 819.79901123047, 49.99100112915, 'Carson St.', 590000},
[2147] = {2712, 19, -2586.0600585938, 794.17602539063, 49.423599243164, 'Carson St.', 590000},
[2148] = {2713, 13, -2569.1398925781, 794.17797851563, 49.423801422119, 'Carson St.', 590000},
[2149] = {2714, 13, -2550.7800292969, 794.17401123047, 49.423301696777, 'Carson St.', 590000},
[2150] = {2715, 6, -2559.2099609375, 819.78497314453, 49.984401702881, 'Carson St.', 590000},
[2151] = {2716, 6, -2548.7800292969, 819.79901123047, 49.984401702881, 'Carson St.', 590000},
[2152] = {2717, 13, -2504.6298828125, 821.30798339844, 45.987400054932, 'Carson St.', 230000},
[2153] = {2718, 13, -2487.3999023438, 821.30700683594, 38.384799957275, 'Carson St.', 230000},
[2154] = {2719, 28, -2447.4399414063, 821.60998535156, 35.179698944092, 'Carson St.', 3750000},
[2155] = {2720, 13, -2409.1201171875, 819.97100830078, 35.179698944092, 'Carson St.', 210000},
[2156] = {2721, 13, -2358.3701171875, 820.03198242188, 38.536399841309, 'Carson St.', 210000},
[2157] = {2722, 13, -2358.5300292969, 796.75598144531, 38.349899291992, 'Carson St.', 210000},
[2158] = {2723, 13, -2340.1000976563, 796.76000976563, 41.989200592041, 'Carson St.', 210000},
[2159] = {2724, 13, -2340.0500488281, 820.03302001953, 41.982799530029, 'Carson St.', 210000},
[2160] = {2725, 13, -2321.7399902344, 796.75500488281, 45.345100402832, 'Carson St.', 210000},
[2161] = {2726, 13, -2321.7099609375, 820.02502441406, 45.341598510742, 'Carson St.', 210000},
[2162] = {2727, 13, -2303.3601074219, 820.03198242188, 48.700199127197, 'Carson St.', 210000},
[2163] = {2728, 13, -2303.3798828125, 796.75598144531, 48.691600799561, 'Carson St.', 210000},
[2164] = {2729, 13, -2286.5700683594, 796.75500488281, 49.445301055908, 'Carson St.', 210000},
[2165] = {2730, 13, -2223.6799316406, 821.13098144531, 49.438701629639, 'Carson St.', 210000},
[2166] = {2731, 13, -2223.7900390625, 795.70397949219, 49.434299468994, 'Carson St.', 210000},
[2167] = {2732, 13, -2205.4099121094, 821.13098144531, 50.486698150635, 'Carson St.', 210000},
[2168] = {2733, 13, -2205.4299316406, 795.70098876953, 50.483798980713, 'Carson St.', 210000},
[2169] = {2734, 13, -2187.0400390625, 821.13598632813, 57.552898406982, 'Carson St.', 210000},
[2170] = {2735, 13, -2187.1000976563, 795.8759765625, 57.53870010376, 'Carson St.', 210000},
[2171] = {2736, 13, -2168.7800292969, 795.70397949219, 64.976600646973, 'Carson St.', 210000},
[2172] = {2737, 13, -2168.6799316406, 821.13598632813, 64.97380065918, 'Carson St.', 210000},
[2173] = {2738, 13, -2112.4799804688, 823.55401611328, 69.5625, 'Carson St.', 210000},
[2174] = {2739, 13, -2112.5500488281, 795.74700927734, 69.5625, 'Carson St.', 210000},
[2175] = {2740, 13, -2094.169921875, 795.74102783203, 69.568397521973, 'Carson St.', 210000},
[2176] = {2741, 13, -2094.080078125, 823.55401611328, 69.5625, 'Carson St.', 210000},
[2177] = {2742, 13, -2066.5200195313, 820.69201660156, 64.925300598145, 'Carson St.', 210000},
[2178] = {2743, 13, -2066.4599609375, 796.09997558594, 64.920402526855, 'Carson St.', 210000},
[2179] = {2744, 13, -2048.1101074219, 796.09802246094, 57.030200958252, 'Carson St.', 210000},
[2180] = {2745, 13, -2048.1101074219, 820.68499755859, 57.023601531982, 'Carson St.', 210000},
[2181] = {2746, 13, -2029.8000488281, 820.69000244141, 49.465000152588, 'Carson St.', 210000},
[2182] = {2747, 13, -2029.7900390625, 796.09698486328, 49.466499328613, 'Carson St.', 210000},
[2183] = {2748, 28, -2720.8601074219, 923.86602783203, 67.593803405762, 'Republican Ave', 5000000},
[2184] = {2749, 6, -2706.6799316406, 864.45202636719, 70.703102111816, 'Republican Ave', 650000},
[2185] = {2750, 29, -2662.0300292969, 876.33099365234, 79.773803710938, 'Panopticon Ave', 6000000},
[2186] = {2751, 28, -2641.1201171875, 935.71997070313, 71.953102111816, 'Panopticon Ave', 6000000},
[2187] = {2752, 6, -2583.8100585938, 896.25402832031, 64.984397888184, 'Panopticon Ave', 210000},
[2188] = {2753, 6, -2580.9599609375, 920.37701416016, 64.984397888184, 'Panopticon Ave', 210000},
[2189] = {2754, 6, -2573.1499023438, 896.25500488281, 64.984397888184, 'Panopticon Ave', 210000},
[2190] = {2755, 6, -2570.0100097656, 920.37902832031, 64.984397888184, 'Panopticon Ave', 210000},
[2191] = {2756, 6, -2566.5700683594, 896.64099121094, 64.984397888184, 'Panopticon Ave', 210000},
[2192] = {2757, 6, -2562.4699707031, 920.37799072266, 64.984397888184, 'Panopticon Ave', 210000},
[2193] = {2758, 6, -2556.0400390625, 896.64001464844, 64.984397888184, 'Panopticon Ave', 210000},
[2194] = {2759, 6, -2551.8898925781, 920.38000488281, 64.984397888184, 'Panopticon Ave', 210000},
[2195] = {2760, 6, -2541.4499511719, 896.63897705078, 64.984397888184, 'Panopticon Ave', 210000},
[2196] = {2761, 6, -2545.3000488281, 920.34002685547, 64.976600646973, 'Panopticon Ave', 210000},
[2197] = {2762, 13, -2502.8898925781, 921.36602783203, 65.239898681641, 'Panopticon Ave', 210000},
